novel_name,tokenized_sentence
Krishnopokkho,মনে হচ্ছে একটা ঘোরের মধ্যে আছি।
Krishnopokkho,জ্বর জ্বর লাগছে ।
Krishnopokkho,দেখ তো জ্বর কি-না ?
Krishnopokkho,*—না জ্বর নেই ।
Krishnopokkho,"—অরু হাসতে হাসতে বলল, জ্বর নেই বলে হাত সরিয়ে নিলে কেন ?"
Krishnopokkho,লজ্জা লাগছে ?
Krishnopokkho,আজ মনে হচ্ছে পৃথিবীর সবাই তাকিয়ে আছে আমাদের দিকে ।
Krishnopokkho,"—
‘তাকিয়ে আছে তো বটেই।"
Krishnopokkho,তাকিয়ে আছে তোমার হলুদ পাঞ্জাবীর জন্যে।
Krishnopokkho,তুমি দয়া করে আজ রাতেই এই পাঞ্জাবী পুড়িয়ে ফেলবে।
Krishnopokkho,"—
'আচ্ছা।"
Krishnopokkho,"'
অরু হালকা গলায় বলল, বিয়ের পর আমরা যাব কোথায় ?"
Krishnopokkho,"অরু অস্পষ্ট স্বরে বলল, হুঁ।"
Krishnopokkho,'বজলুর বাসায় ।
Krishnopokkho,"'
‘বজলু কে ?"
Krishnopokkho,গত বৎসর বিয়ে করেছে।
Krishnopokkho,তার বৌটা তার চেয়েও ভাল।
Krishnopokkho,ওরা একটা ঘর আমাদের জন্যে ছেড়ে দিয়েছে।
Krishnopokkho,ফুলটুল দিয়ে সাজিয়ে হুলস্থুল করেছে।
Krishnopokkho,"'
‘অপরিচিত কারো বাসায় উঠতে আমার ইচ্ছে করছে না।"
Krishnopokkho,"'
‘ওদের সঙ্গে কিছুক্ষণ কথা বললেই তোমার মনে হবে এরা অপরিচিত না।"
Krishnopokkho,খুবই পরিচিত।
Krishnopokkho,তা ছাড়া আমার আর কোন জায়গাও নেই যেখানে তোমাকে নিয়ে যেতে পারি ।
Krishnopokkho,আপাকে একটা সারপ্রাইজ দেব।
Krishnopokkho,"'
অরু ছোট্ট নিঃশ্বাস ফেলে বলল, এই যে তোমার পাশে বসেছি - শেষবারের মত বন্ধুর পাশে বসেছি ।"
Krishnopokkho,এরপর বসব – স্বামীর পাশে।
Krishnopokkho,"-

“স্বামী কি বন্ধু না ?"
Krishnopokkho,বাস্তবে না।
Krishnopokkho,বাস্তবের স্বামীরা যতটা না বন্ধু তার চেয়েও বেশী অভিভাবক।
Krishnopokkho,"'
মুহিব গম্ভীর গলায় বলল, তুমি ভুল করছ অরু।"
Krishnopokkho,আমি তোমার বন্ধুই থাকব।
Krishnopokkho,"অরু ছোট্ট নিঃশ্বাস ফেলে বলল, থাকলে তো ভালই ।"
Krishnopokkho,হুডটা তুলে দাও।
Krishnopokkho,আসলেই সবাই আমাদের দিকে তাকাচ্ছে।
Krishnopokkho,সবচেয়ে বেশি তাকাচ্ছে আমাদের রিকশাওয়ালা।
Krishnopokkho,যেভাবে সে পেছন ফিরে ফিরে রিকশা চালাচ্ছে মনে হয় এ্যাকসিডেন্ট করবে।
Krishnopokkho,মুহিব হুড তুলে দিল ।
Krishnopokkho,"অরু বলল, আজ কত তারিখ বল তো ?"
Krishnopokkho,'এগারোই ডিসেম্বর।
Krishnopokkho,"*
“জানি না বাংলা কত
অরু ছোট্ট নিঃশ্বাস ফেলে বলল, আজ আমাদের বিয়ে আর আজকের বাংলা তারিখটা তোমার জানার ইচ্ছা হল না ?"
Krishnopokkho,আজ ২৬শে অগ্রায়ণ ।
Krishnopokkho,"'
‘আর আমাদের রিকশাওয়ালার নাম হচ্ছে সুরুজ মিয়া।"
Krishnopokkho,তার নামটাও মনে রাখা দরকার।
Krishnopokkho,তার রিকশায় করে বিয়ে করতে যাচ্ছি।
Krishnopokkho,"'
মুহিব কিছু বলল না।"
Krishnopokkho,"অরু বলল, ভাল করে দেখ তো জ্বর কি-না।"
Krishnopokkho,এত খারাপ লাগছে কেন ?
Krishnopokkho,মাথা ঘুরছে ।
Krishnopokkho,ভুলে জরদা দিয়ে পান খেলে যেমন লাগে তেমন লাগছে ।
Krishnopokkho,ধর আর আধ ঘণ্টা ।
Krishnopokkho,"—
অরু ঘড়িতে দেখল তাদের বিয়ের পুরো অনুষ্ঠান শেষ হতে মাত্র ১৬ মিনিট লাগল ৷ কাজী সাহেবের কাছে অনুষ্ঠানটা হয়ত খুব ‘বোরিং— লাগছে।"
Krishnopokkho,"তিনি কয়েকবার হাই তুললেন এবং যন্ত্রের মত বললেন, এইখানে সই করেন।"
Krishnopokkho,তারিখ দেন।
Nabani,দুপুরে গল্পের বই পড়তে পড়তে ঘুমিয়ে পড়েছিলাম।
Nabani,মা এসে গায়ে হাত দিয়ে ঘুম ভাঙালেন।
Nabani,"ব্যাকুল গলায় ডাকলেন, 'নবনী!"
Nabani,নবনী!
Nabani,!
Nabani,"' আমি চোখ মেলতেই তিনি আমার মুখের কাছে মুখ এনে কাতর গলায় বললেন, ‘ওঠ মা।"
Nabani,ওঠ!
Nabani,মা এভাবে আমাকে ডাকছেন কেন?
Nabani,কিছু কি হয়েছে?
Nabani,বাবা ভাল আছে তো?
Nabani,"খাট থেকে নামতে গেছি, মা হাত ধরে আমাকে নামালেন।"
Nabani,যেন আমি বাচ্চা একটা মেয়ে।
Nabani,একা একা খাট থেকে নামতে পারি না ।
Nabani,"আমি বললাম, কি হয়েছে মা?"
Nabani,"মা জবাব দিলেন না, অস্পষ্টভাবে হাসলেন।"
Nabani,"বারান্দায় এসে দেখি, বাবা ইজিচেয়ারে আধশোয়া হয়ে আছেন।"
Nabani,তাঁর গায়ে ইস্ত্রী করা পাঞ্জাবি।
Nabani,চুল আঁচড়ানো।
Nabani,আজ দুপুরেও গাল ভর্তি খোঁচা খোঁচা কাচা পাকা দাড়ি ছিল।
Nabani,"এখন নেই, গাল মসৃন, শান্ত পরিচ্ছন্ন একজন মানুষ !"
Nabani,খুবই আশ্চর্যজনক ব্যাপার।
Nabani,মাস দুই হল তিনি শয্যাশায়ী।
Nabani,ডান পা অবশ হয়ে আছে।
Nabani,দেয়াল ধরে হাঁটা হাঁটি করেন।
Nabani,তবে বেশির ভাগ সময় খবরের কাগজ হাতে নিয়ে শুয়ে থাকেন নিজের ঘরে।
Nabani,কাগজ পড়ার ফাঁকে ফাঁকে কঠিন এবং তিক্ত গলায় এ-বাড়ির সবার সঙ্গে ঝগড়া করেন।
Nabani,যেন তাঁর এই অসুখের জন্যে আমরাই দায়ী।
Nabani,আজ কি হাসি-খুশি লাগছে বাবাকে।
Nabani,"আমার দিকে চোখ পড়তেই তিনি বললেন, দুপুরে ঘুম তো খুব খারাপ অভ্যাস রে মা।"
Nabani,ব্যাড হেভিট।
Nabani,হাত-মুখ ধুয়ে আয় আমার কাছে।
Nabani,আমি হাত-মুখ ধুতে রওনা হলাম।
Nabani,বুঝতে পারছি কিছু একটা হয়েছে।
Nabani,বড় ধরনের কিছু।
Nabani,পুরো বাড়িটা বদলে গেছে।
Nabani,নিশ্চয়ই আনন্দময় কোন ঘটনা ঘটে গেছে।
